filename,captcha_text,predicted_text,predicted_text_printed,cleaned_predicted_text,cleaned_predicted_text_printed,chr_acc_hw,chr_acc_p
/kaggle/input/test-black/test_cleaned_black_resized/rb8lfn-0.png,rb8lfn,a b. S.C.S.S.,* 6 6 Z % *,abscss,66z,1,0
/kaggle/input/test-black/test_cleaned_black_resized/hnns4-0.png,hnns4,thanning 4 .,CHANG4,thanning4,chang4,0,0
/kaggle/input/test-black/test_cleaned_black_resized/fhjk-0.png,fhjk,with f.f.h.k.,THJK,withffhk,thjk,0,3
/kaggle/input/test-black/test_cleaned_black_resized/9bf9-0.png,9bf9,2 1 2 3 years ago .,9999,2123yearsago,9999,0,2
/kaggle/input/test-black/test_cleaned_black_resized/frf4-0.png,frf4,6 ft.f.r.f. 4.,(RM),6ftfrf4,rm,0,0
/kaggle/input/test-black/test_cleaned_black_resized/uby5m2a-0.png,uby5m2a,U.651 -,UGHEMOA,u651,ughemoa,1,3
/kaggle/input/test-black/test_cleaned_black_resized/5unt2o-0.png,5unt2o,5. U.N.T.2.O,5 U N T 2 0,5unt2o,5unt20,6,5
/kaggle/input/test-black/test_cleaned_black_resized/nit5q4k5-0.png,nit5q4k5,2 Nitsquks 2,NITS@4KS,2nitsquks2,nits4ks,0,3
/kaggle/input/test-black/test_cleaned_black_resized/3j61hli-0.png,3j61hli,"3rd. July of the British Parliament of the United States . """,JJ 01MLI,3rdjulyofthebritishparliamentoftheunitedstates,jj01mli,2,4
/kaggle/input/test-black/test_cleaned_black_resized/evk9e1aa-0.png,evk9e1aa,one wk. Becha ...,E NK 9ELAA,onewkbecha,enk9elaa,0,6
/kaggle/input/test-black/test_cleaned_black_resized/difuege-0.png,difuege,d if u e g e,DIF U EGE,difuege,difuege,7,7
/kaggle/input/test-black/test_cleaned_black_resized/8sjkrn-0.png,8sjkrn,2. 8sixr.,8SYRM,28sixr,8syrm,0,2
/kaggle/input/test-black/test_cleaned_black_resized/ygdory15-0.png,ygdory15,y. g. d. 0 R. 2/ 5,YGPOR>19,ygd0r25,ygpor19,4,4
/kaggle/input/test-black/test_cleaned_black_resized/nuhptw-0.png,nuhptw,""" NUHP TW.",NUHPTM,nuhptw,nuhptm,6,5
/kaggle/input/test-black/test_cleaned_black_resized/wfs6q4ag-0.png,wfs6q4ag,# W.F. SHOW DE -,IT:,wfshowde,it,3,0
/kaggle/input/test-black/test_cleaned_black_resized/4azbsnf4-0.png,4azbsnf4,4 4 2 to 5 in.F. 4,4 4 Z & S N F 4,442to5inf4,44zsnf4,1,2
/kaggle/input/test-black/test_cleaned_black_resized/o2jsk-0.png,o2jsk,0 2 ) U.,DEJ5K,02u,dej5k,1,2
/kaggle/input/test-black/test_cleaned_black_resized/dbj0x5-0.png,dbj0x5,d.b.b. ) or H.S.,D 6 | 0 4 5,dbborhs,d6045,2,1
/kaggle/input/test-black/test_cleaned_black_resized/f1r4t-0.png,f1r4t,2. First 12,FIR4T,2first12,fir4t,0,4
/kaggle/input/test-black/test_cleaned_black_resized/dt1mwp-0.png,dt1mwp,d.d.t.2m.w.p.,OT1MWP,ddt2mwp,ot1mwp,1,5
/kaggle/input/test-black/test_cleaned_black_resized/e3zwtu-0.png,e3zwtu,e 3/3w.t.u,E 3 Z W T U,e33wtu,e3zwtu,5,6
/kaggle/input/test-black/test_cleaned_black_resized/mj357n-0.png,mj357n,# W.U. 3.5. W.,WW35 1N,wu35w,ww351n,2,3
/kaggle/input/test-black/test_cleaned_black_resized/hciv7-0.png,hciv7,# the House of Commons . We have the,INCLV7,thehouseofcommonswehavethe,inclv7,0,0
/kaggle/input/test-black/test_cleaned_black_resized/5qktumj-0.png,5qktumj,5. U.C.T.U.W.S.,5 @ X 7 U M /,5uctuws,5x7um,3,1
/kaggle/input/test-black/test_cleaned_black_resized/i3vv4b7-0.png,i3vv4b7,# 3 - Your Voice 4 - B. 7,13 V V 4 8 7,3yourvoice4b7,13vv487,0,5
/kaggle/input/test-black/test_cleaned_black_resized/oa6pl1g-0.png,oa6pl1g,# DAGPL 1G. 1 .,0A6PL1G,dagpl1g1,0a6pl1g,5,6
/kaggle/input/test-black/test_cleaned_black_resized/hetibp-0.png,hetibp,h.h.a t.i.b.p.,BATIBP,hhatibp,batibp,1,4
/kaggle/input/test-black/test_cleaned_black_resized/j6q31-0.png,j6q31,0b.0 3.1,> 6 Q 3 1,0b031,6q31,2,0
/kaggle/input/test-black/test_cleaned_black_resized/4y8s0ox-0.png,4y8s0ox,U Y 8 S 0 0 X,AY 8 SO O X,uy8s00x,ay8soox,5,5
/kaggle/input/test-black/test_cleaned_black_resized/5xdkm-0.png,5xdkm,5 x.D X. W.,5*0%,5xdxw,50,3,1
/kaggle/input/test-black/test_cleaned_black_resized/9ky868f-0.png,9ky868f,# 9 K.Y.B.B.F.,9K9860F,9kybbf,9k9860f,3,5
/kaggle/input/test-black/test_cleaned_black_resized/we9vdq-0.png,we9vdq,w. 0 9.v.d.,W 8 9 V A Q,w09vd,w89vaq,4,4
/kaggle/input/test-black/test_cleaned_black_resized/ttz04x-0.png,ttz04x,T.T 2 0 4 x.,1/2 0 4 X,tt204x,1204x,5,0
/kaggle/input/test-black/test_cleaned_black_resized/m5cg7n-0.png,m5cg7n,rrr. S.C.G.2 N.,M S (G X N,rrrscg2n,msgxn,0,1
/kaggle/input/test-black/test_cleaned_black_resized/skpcta-0.png,skpcta,C H.P.C.P.P.,SUP CTR#,chpcpp,supctr,2,4
/kaggle/input/test-black/test_cleaned_black_resized/iwpf9p-0.png,iwpf9p,# # # the # of #,1 @ F F @ P,theof,1ffp,0,0
/kaggle/input/test-black/test_cleaned_black_resized/g9lyglwj-0.png,g9lyglwj,g. g. ) y.e.l.w. ),@ 9 / 9 @ 1 W J,ggyelw,991wj,1,1
/kaggle/input/test-black/test_cleaned_black_resized/kko5271y-0.png,kko5271y,ALKK052719,KK0527N,alkk052719,kk0527n,0,5
/kaggle/input/test-black/test_cleaned_black_resized/lm9d24-0.png,lm9d24,. I'm 9d.2 1.,/ @ 9 / 24,im9d21,924,4,0
/kaggle/input/test-black/test_cleaned_black_resized/nbzo-0.png,nbzo,a b.2o,N B Z D,ab2o,nbzd,2,3
/kaggle/input/test-black/test_cleaned_black_resized/95hgda-0.png,95hgda,2-95HGDA.,95WGDA,295hgda,95wgda,0,5
/kaggle/input/test-black/test_cleaned_black_resized/jp6r-0.png,jp6r,a b. J.P.G.r.,J P 6/R,abjpgr,jp6r,0,4
/kaggle/input/test-black/test_cleaned_black_resized/q0y30-0.png,q0y30,25 # Q.O.Y 3/0.,90430,25qoy30,90430,0,3
/kaggle/input/test-black/test_cleaned_black_resized/jajbc4x-0.png,jajbc4x,J A.J.B.C.4X,JAJBC4X,jajbc4x,jajbc4x,7,7
/kaggle/input/test-black/test_cleaned_black_resized/8y9a-0.png,8y9a,-8.4.9.A.,8.49 AM,849a,849am,3,3
/kaggle/input/test-black/test_cleaned_black_resized/0nucs59-0.png,0nucs59,0 x w.c.s. 9,0 4 0 0 5 5 9,0xwcs9,0400559,3,3
/kaggle/input/test-black/test_cleaned_black_resized/pta18-0.png,pta18,# P.T.A.1.8.,PTA18,pta18,pta18,5,5
/kaggle/input/test-black/test_cleaned_black_resized/wz1l-0.png,wz1l,""" 4.2 ) 1.",- WILL,421,will,1,2
/kaggle/input/test-black/test_cleaned_black_resized/kmfvm-0.png,kmfvm,K.M.F.V.M.,K M FY M,kmfvm,kmfym,5,4
/kaggle/input/test-black/test_cleaned_black_resized/0sm8cb4c-0.png,0sm8cb4c,0s.m.8c.b.4c.,0 S M 8 CB B T C,0sm8cb4c,0sm8cbbtc,8,6
/kaggle/input/test-black/test_cleaned_black_resized/aqq8-0.png,aqq8,2 A Q Q 8.,AQQ8,2aqq8,aqq8,1,4
/kaggle/input/test-black/test_cleaned_black_resized/ta77ta-0.png,ta77ta,1977 78,19777A,197778,19777a,2,3
/kaggle/input/test-black/test_cleaned_black_resized/wnhjh-0.png,wnhjh,# W.N. H. J. H.,WIN N 3 N,wnhjh,winn3n,5,1
/kaggle/input/test-black/test_cleaned_black_resized/cy02lz06-0.png,cy02lz06,a b c d e f g.0008 National Register of Historic Places Registration,: 1 0 2 1 : 0 6,abcdefg0008nationalregisterofhistoricplacesregistration,102106,0,0
/kaggle/input/test-black/test_cleaned_black_resized/be5bvz-0.png,be5bvz,B.E.S.B.V.Z,BES8VZ,besbvz,bes8vz,5,4
/kaggle/input/test-black/test_cleaned_black_resized/ugzk95b3-0.png,ugzk95b3,u g z k q s.b.,U Q Z K Q 5 b 3,ugzkqsb,uqzkq5b3,5,6
/kaggle/input/test-black/test_cleaned_black_resized/gk9zgds-0.png,gk9zgds,6 K. 9.Z G.O.S.,GK 9 Z G Q S,6k9zgos,gk9zgqs,5,6
/kaggle/input/test-black/test_cleaned_black_resized/st46-0.png,st46,s. 5.T. 4.6.,ST +6,s5t46,st6,1,2
/kaggle/input/test-black/test_cleaned_black_resized/cukg-0.png,cukg,cling,CUKG,cling,cukg,1,4
/kaggle/input/test-black/test_cleaned_black_resized/8vlq5ln-0.png,8vlq5ln,8 V.L.O.S.L.N.,8VLQ5LN,8vlosln,8vlq5ln,5,7
/kaggle/input/test-black/test_cleaned_black_resized/m6mdx9lt-0.png,m6mdx9lt,2 mgmdxplt .,M6MDX9LT,2mgmdxplt,m6mdx9lt,0,8
/kaggle/input/test-black/test_cleaned_black_resized/nt991l-0.png,nt991l,mixed at the Olympics at the Olympics at the Olympics at the Olympics at the Olympics of the Olympics,M 1 9 9 1 1,mixedattheolympicsattheolympicsattheolympicsattheolympicsattheolympicsoftheolympics,m19911,0,3
/kaggle/input/test-black/test_cleaned_black_resized/0fa6qtkn-0.png,0fa6qtkn,0/ f a.6. 1. K.M.,DIA6Q1KN,0fa61km,dia6q1kn,4,5
/kaggle/input/test-black/test_cleaned_black_resized/0s2rn2o-0.png,0s2rn2o,05. Derneo,052RNED,05derneo,052rned,1,4
/kaggle/input/test-black/test_cleaned_black_resized/p3dq-0.png,p3dq,. p.3d.000,P3Dq,p3d000,p3dq,3,4
/kaggle/input/test-black/test_cleaned_black_resized/ve47-0.png,ve47,2 years .,L(4>,2years,l4,0,0
/kaggle/input/test-black/test_cleaned_black_resized/oy02dd-0.png,oy02dd,so you need,0Y02@,soyouneed,0y02,0,3
/kaggle/input/test-black/test_cleaned_black_resized/fojc5-0.png,fojc5,f o ) c. 5 .,FOJ C5,foc5,fojc5,2,5
/kaggle/input/test-black/test_cleaned_black_resized/tv3h-0.png,tv3h,# not yet it was the 3-B degree that it was,1181,notyetitwasthe3bdegreethatitwas,1181,0,0
/kaggle/input/test-black/test_cleaned_black_resized/z9b8bq0y-0.png,z9b8bq0y,2 9 b. 8 b.a.o.,29696409,29b8bao,29696409,4,2
/kaggle/input/test-black/test_cleaned_black_resized/rwc5wmx-0.png,rwc5wmx,R W.C.S W.M.X,RWC5WMX,rwcswmx,rwc5wmx,6,7
/kaggle/input/test-black/test_cleaned_black_resized/kl93n-0.png,kl93n,ALKLES 3.,RL93M,alkles3,rl93m,1,3
/kaggle/input/test-black/test_cleaned_black_resized/khxphp-0.png,khxphp,12th.th.thip .,KHXPHP,12thththip,khxphp,0,6
/kaggle/input/test-black/test_cleaned_black_resized/b30srp-0.png,b30srp,B. 3.O.S.r.P.,B 3 0 STR P,b3osrp,b30strp,5,4
/kaggle/input/test-black/test_cleaned_black_resized/9d6a-0.png,9d6a,2-91 Angela,906A,291angela,906a,1,3
/kaggle/input/test-black/test_cleaned_black_resized/gbm3k-0.png,gbm3k,G.B.M.3K.,G BM 3 K,gbm3k,gbm3k,5,5
/kaggle/input/test-black/test_cleaned_black_resized/4o2s-0.png,4o2s,4 0 2s.,4 ORS,402s,4ors,3,3
/kaggle/input/test-black/test_cleaned_black_resized/n29kh-0.png,n29kh,n.n.2 9 K.H.,N29KH,nn29kh,n29kh,1,5
/kaggle/input/test-black/test_cleaned_black_resized/kxahpbpi-0.png,kxahpbpi,a x a h.p.b.p.i,K X A H Q B P i,axahpbpi,kxahqbpi,7,7
/kaggle/input/test-black/test_cleaned_black_resized/stiep3-0.png,stiep3,EST I.E.P.3 .,STLEP3,estiep3,stlep3,0,5
/kaggle/input/test-black/test_cleaned_black_resized/ccd2k-0.png,ccd2k,c.c.d.2 k.,CCD2K,ccd2k,ccd2k,5,5
/kaggle/input/test-black/test_cleaned_black_resized/w14ekvmu-0.png,w14ekvmu,vs 1 4 a k v.m.u.,W14EKVWU,vs14akvmu,w14ekvwu,0,7
/kaggle/input/test-black/test_cleaned_black_resized/ismzq-0.png,ismzq,I.I.S.M.Z.O.,IS M Z Q,iismzo,ismzq,1,5
/kaggle/input/test-black/test_cleaned_black_resized/f149-0.png,f149,5.F. 1. 4. 9.,F 1.4 9,5f149,f149,0,4
/kaggle/input/test-black/test_cleaned_black_resized/2d0qj-0.png,2d0qj,2 0 0 0 ),ED 0 Q J,2000,ed0qj,2,4
/kaggle/input/test-black/test_cleaned_black_resized/j6gczu3-0.png,j6gczu3,I.S.O.C.E.U.S.,JEG CASH,isoceus,jegcash,2,3
/kaggle/input/test-black/test_cleaned_black_resized/d5y0-0.png,d5y0,and 5 4.0.,0.50,and540,050,0,1
/kaggle/input/test-black/test_cleaned_black_resized/yj4m-0.png,yj4m,42. Y.2S. 4.N.,MY J 4 M,42y2s4n,myj4m,0,0
/kaggle/input/test-black/test_cleaned_black_resized/c8lipq3q-0.png,c8lipq3q,G.S.S.L.I.P.O.S.O,G8LLP 0 3 0,gssliposo,g8llp030,0,4
/kaggle/input/test-black/test_cleaned_black_resized/o4qpp-0.png,o4qpp,0 4 0 p.,0 4 Q P P,040p,04qpp,2,4
/kaggle/input/test-black/test_cleaned_black_resized/2mo9qj39-0.png,2mo9qj39,2m.0 9 q. ) 3 9,2 M D 9 Q J 3 9,2m09q39,2md9qj39,4,7
/kaggle/input/test-black/test_cleaned_black_resized/5ipve-0.png,5ipve,# 5IPV.E ... .,6\PNE,5ipve,6pne,5,0
/kaggle/input/test-black/test_cleaned_black_resized/ey72-0.png,ey72,e.e.y. 7.2.,EXT 2,eey72,ext2,1,2
/kaggle/input/test-black/test_cleaned_black_resized/n1n1-0.png,n1n1,N.P.N.T.,N / N1,npnt,nn1,2,1
/kaggle/input/test-black/test_cleaned_black_resized/mikvr626-0.png,mikvr626,""" M.I K.V.E2E.",MIKVR626,mikve2e,mikvr626,4,8
/kaggle/input/test-black/test_cleaned_black_resized/igmy-0.png,igmy,""" I O.M.V.",VAN,iomv,van,2,0
/kaggle/input/test-black/test_cleaned_black_resized/4gbj3dq-0.png,4gbj3dq,of # S. B. J. 3.B.P.P.,4 9 b J 3 @ 9,ofsbj3bpp,49bj39,0,4
/kaggle/input/test-black/test_cleaned_black_resized/0c3dp-0.png,0c3dp,""" D.c.3d p.",DC3DP,dc3dp,dc3dp,4,4
/kaggle/input/test-black/test_cleaned_black_resized/kfvj0f1-0.png,kfvj0f1,K.F.V. J.O.F.1,KFYJOF1,kfvjof1,kfyjof1,6,5
/kaggle/input/test-black/test_cleaned_black_resized/7udyuhg-0.png,7udyuhg,7 U.D Y U.H.G.,7U DYUHG,7udyuhg,7udyuhg,7,7
/kaggle/input/test-black/test_cleaned_black_resized/e9ho-0.png,e9ho,are also the best of the best of the best of the best of the,8.4 M,arealsothebestofthebestofthebestofthebestofthe,84m,0,0
/kaggle/input/test-black/test_cleaned_black_resized/zwjhgwvj-0.png,zwjhgwvj,z w. i.h.o.w.v.i,Z W I H Q W V !,zwihowvi,zwihqwv,5,5
/kaggle/input/test-black/test_cleaned_black_resized/dqd8-0.png,dqd8,d a o.8,D @ 6 %,dao8,d6,2,1
/kaggle/input/test-black/test_cleaned_black_resized/0me2a-0.png,0me2a,13. M. E.2P.A,D M E 2 R,13me2pa,dme2r,0,3
/kaggle/input/test-black/test_cleaned_black_resized/maxxg-0.png,maxxg,m a x x gag,M A X X 9,maxxgag,maxx9,5,4
/kaggle/input/test-black/test_cleaned_black_resized/5fh6qvjv-0.png,5fh6qvjv,""" 5th.quy .",5FH6QV5V,5thquy,5fh6qv5v,2,7
/kaggle/input/test-black/test_cleaned_black_resized/me3euhs4-0.png,me3euhs4,m.e. 3e.o.h.s. 4,M E 3 E W H S 4,me3eohs4,me3ewhs4,7,7
/kaggle/input/test-black/test_cleaned_black_resized/dj8w71-0.png,dj8w71,0 ) 8 0 ? 1,0 1 8 @ 2,0801,0182,0,1
/kaggle/input/test-black/test_cleaned_black_resized/jh02fn3a-0.png,jh02fn3a,J H.O 2 F.N.3A.,JHOEFN3A,jho2fn3a,jhoefn3a,7,6
/kaggle/input/test-black/test_cleaned_black_resized/t7eo-0.png,t7eo,.000t. Tea,17:00,000ttea,1700,0,1
/kaggle/input/test-black/test_cleaned_black_resized/8437vw2-0.png,8437vw2,0 1 3/7 W.C.,0137WWL,0137wc,0137wwl,2,3
/kaggle/input/test-black/test_cleaned_black_resized/m4ztqk-0.png,m4ztqk,M 4Z T.K.K,M 4 Z T Q K,m4ztkk,m4ztqk,5,6
/kaggle/input/test-black/test_cleaned_black_resized/1irn-0.png,1irn,61 30,LIH,6130,lih,0,1
/kaggle/input/test-black/test_cleaned_black_resized/4n6z-0.png,4n6z,a member of the British Bank of Zimbabwe,4 0.8 Z,amemberofthebritishbankofzimbabwe,408z,0,2
/kaggle/input/test-black/test_cleaned_black_resized/8ilfoyvf-0.png,8ilfoyvf,"o ) I L F.O "" U.R.",GULF0999,oilfour,gulf0999,4,2
/kaggle/input/test-black/test_cleaned_black_resized/9eub-0.png,9eub,# going enough to be a bit of the best ever than the best ever,9EUB,goingenoughtobeabitofthebesteverthanthebestever,9eub,0,4
/kaggle/input/test-black/test_cleaned_black_resized/ns45-0.png,ns45,0-252525500,($45,0252525500,45,0,0
/kaggle/input/test-black/test_cleaned_black_resized/wwnvowv2-0.png,wwnvowv2,& U.N.U.O.H.2,HH NVOHV2,unuoh2,hhnvohv2,0,5
/kaggle/input/test-black/test_cleaned_black_resized/6k8o3yk-0.png,6k8o3yk,2 1 2 SKBDYK 2/2,6K803YK,212skbdyk22,6k803yk,0,6
/kaggle/input/test-black/test_cleaned_black_resized/gr8ac-0.png,gr8ac,a similar to the G.R.B.C000001000,GREEN,asimilartothegrbc000001000,green,0,2
/kaggle/input/test-black/test_cleaned_black_resized/nzpu-0.png,nzpu,# H.Z P.U. 1 .,NZPU,hzpu1,nzpu,3,4
/kaggle/input/test-black/test_cleaned_black_resized/38v2mv-0.png,38v2mv,3. 3. D. 3.8 T.,3999,33d38t,3999,1,1
/kaggle/input/test-black/test_cleaned_black_resized/z2cl9-0.png,z2cl9,zz zc.l. 9.,ZECL9,zzzcl9,zecl9,1,4
/kaggle/input/test-black/test_cleaned_black_resized/2gslhci-0.png,2gslhci,20s.h c.,10S/MC/,20shc,10smc,2,1
/kaggle/input/test-black/test_cleaned_black_resized/bs8pvh-0.png,bs8pvh,B.S.8P.V.H.,B S 8 P V H,bs8pvh,bs8pvh,6,6
/kaggle/input/test-black/test_cleaned_black_resized/jkk4q-0.png,jkk4q,# it into the North of North America,JM110,itintothenorthofnorthamerica,jm110,0,1
/kaggle/input/test-black/test_cleaned_black_resized/09popm-0.png,09popm,0 9 0 0 p.m.,0 9 : 0 0 P M,0900pm,0900pm,4,4
/kaggle/input/test-black/test_cleaned_black_resized/5umc-0.png,5umc,# 5 ) U.C.,50WC,5uc,50wc,2,2
/kaggle/input/test-black/test_cleaned_black_resized/1qp4885m-0.png,1qp4885m,Thomas Maughton Duncan Leonard Brown and Edward Edwards,1 0 0 4 8 8 6 M,thomasmaughtonduncanleonardbrownandedwardedwards,1004886m,0,5
/kaggle/input/test-black/test_cleaned_black_resized/ygpv7uq-0.png,ygpv7uq,y g.p.v. 7 u.a.a,Y 9 P V 7 U Q,ygpv7uaa,y9pv7uq,6,6
/kaggle/input/test-black/test_cleaned_black_resized/n3vat-0.png,n3vat,# NEW AT.,N3VAT,newat,n3vat,3,5
/kaggle/input/test-black/test_cleaned_black_resized/w867z-0.png,w867z,W 8672,W8672,w8672,w8672,4,4
/kaggle/input/test-black/test_cleaned_black_resized/c1zjhlz-0.png,c1zjhlz,c.1 2 ) in 1/2,CLZJHLZ,c12in12,clzjhlz,2,6
/kaggle/input/test-black/test_cleaned_black_resized/cpuanl-0.png,cpuanl,c.P.P.U.a.n.I,C P U A N L,cppuani,cpuanl,2,6
/kaggle/input/test-black/test_cleaned_black_resized/ehnskhzj-0.png,ehnskhzj,"# been a busy run in the Zoojin ,",0605MMZ|,beenabusyruninthezoojin,0605mmz,0,1
/kaggle/input/test-black/test_cleaned_black_resized/wv2lkwna-0.png,wv2lkwna,4/2 NEW N.,#12%WNG,42newn,12wng,0,0
/kaggle/input/test-black/test_cleaned_black_resized/hkmy29-0.png,hkmy29,H K.M.Y.2 9,H K M Y 2 9,hkmy29,hkmy29,6,6
/kaggle/input/test-black/test_cleaned_black_resized/rmg504-0.png,rmg504,a.a.egg gr. 2 in.a.,$4 0504,aaegggr2ina,40504,0,0
/kaggle/input/test-black/test_cleaned_black_resized/pu7vl3o-0.png,pu7vl3o,P.P.U.7V.L3O.,PU7VL30,ppu7vl3o,pu7vl30,1,6
/kaggle/input/test-black/test_cleaned_black_resized/u82mibi9-0.png,u82mibi9,4 8 2m.i.o.i.,U8 2 0 / 019,482mioi,u820019,5,3
/kaggle/input/test-black/test_cleaned_black_resized/io8w8-0.png,io8w8,# it into the B.B.B.,10BWB,itintothebbb,10bwb,1,1
/kaggle/input/test-black/test_cleaned_black_resized/sdk4l7-0.png,sdk4l7,s. S.D.K4L.T.,50K4LT,ssdk4lt,50k4lt,1,3
/kaggle/input/test-black/test_cleaned_black_resized/5rnv1ah1-0.png,5rnv1ah1,5.r.n.v.1.o.h.,5 1 N V 1 Q H 1,5rnv1oh,51nv1qh1,6,6
/kaggle/input/test-black/test_cleaned_black_resized/4ina3nwq-0.png,4ina3nwq,4 ; I. I.N.D. 3.N.W.G.,4I N Q 3 N W Q,4iind3nwg,4inq3nwq,2,7
/kaggle/input/test-black/test_cleaned_black_resized/5z4z-0.png,5z4z,a b. 5/ Z.4Z 4000,5242,ab5z4z4000,5242,1,2
/kaggle/input/test-black/test_cleaned_black_resized/4ggz8z-0.png,4ggz8z,4 8 S.Z 8.Z,4 8 8 Z 8 Z,48sz8z,488z8z,4,4
/kaggle/input/test-black/test_cleaned_black_resized/8t95-0.png,8t95,8 ft 9.5,8 T 9 5,8ft95,8t95,1,4
/kaggle/input/test-black/test_cleaned_black_resized/p1chhk9-0.png,p1chhk9,PICH HK 9.,PICHHK9,pichhk9,pichhk9,6,6
/kaggle/input/test-black/test_cleaned_black_resized/lm9vy-0.png,lm9vy,. I'm ? v.y.,/M9VY,imvy,m9vy,1,0
/kaggle/input/test-black/test_cleaned_black_resized/b4dmm-0.png,b4dmm,to be called at one time,B 6 @ M M,tobecalledatonetime,b6mm,0,2
/kaggle/input/test-black/test_cleaned_black_resized/4kw6xv-0.png,4kw6xv,4 K.W.6X.V.,4KW6XV,4kw6xv,4kw6xv,6,6
/kaggle/input/test-black/test_cleaned_black_resized/pwq9d-0.png,pwq9d,""" W.U. 9.",**,wu9,,0,0
/kaggle/input/test-black/test_cleaned_black_resized/ptb87-0.png,ptb87,a.P.T.B.8.768,PTB87,aptb8768,ptb87,0,5
/kaggle/input/test-black/test_cleaned_black_resized/eyk2zn91-0.png,eyk2zn91,by keep,***2497,bykeep,2497,2,0
/kaggle/input/test-black/test_cleaned_black_resized/857txd-0.png,857txd,8 6 1 1 x d,8 61TXQ,8611xd,861txq,3,3
/kaggle/input/test-black/test_cleaned_black_resized/y8rfhq6f-0.png,y8rfhq6f,# your B.r. f.h.q.f.,Y8rTHG6F,yourbrfhqf,y8rthg6f,1,6
/kaggle/input/test-black/test_cleaned_black_resized/lxwqkz2-0.png,lxwqkz2,a x. W.P.2 2,V X W@*@2,axwp22,vxw2,2,2
/kaggle/input/test-black/test_cleaned_black_resized/skok09tv-0.png,skok09tv,s. K.O. K. D.B.T.,SR X X X 0 9 T Y,skokdbt,srxxx09ty,5,1
/kaggle/input/test-black/test_cleaned_black_resized/qw1dv-0.png,qw1dv,Q W.1D V.,Q W 1 D V,qw1dv,qw1dv,5,5
/kaggle/input/test-black/test_cleaned_black_resized/t4bwrwp-0.png,t4bwrwp,c 4b.w.r.w.p.,T 4 B W R W P,c4bwrwp,t4bwrwp,6,7
/kaggle/input/test-black/test_cleaned_black_resized/emvs-0.png,emvs,0 1/0005th.,8 W V S,010005th,8wvs,0,2
/kaggle/input/test-black/test_cleaned_black_resized/3nnz7pka-0.png,3nnz7pka,25 June Zooka,JMOZPQKA,25junezooka,jmozpqka,0,3
/kaggle/input/test-black/test_cleaned_black_resized/eyq05-0.png,eyq05,2 1 2 Emps 2 3,MAS,212emps23,mas,0,0
/kaggle/input/test-black/test_cleaned_black_resized/8hr836-0.png,8hr836,with the House of Representatives of the Senate of Representativesfrom the Senate of the Senate of the,TH11036,withthehouseofrepresentativesofthesenateofrepresentativesfromthesenateofthesenateofthe,th11036,0,1
/kaggle/input/test-black/test_cleaned_black_resized/t36x9epa-0.png,t36x9epa,T 3 6 x 9E.P.A,T 3 6 X 9 E P A,t36x9epa,t36x9epa,8,8
/kaggle/input/test-black/test_cleaned_black_resized/lqapu8-0.png,lqapu8,of 1 q a p.m. 8.,IQAPU8,of1qapm8,iqapu8,0,5
/kaggle/input/test-black/test_cleaned_black_resized/f3m80-0.png,f3m80,f. 3.m.8.0,F 3 M 8 0,f3m80,f3m80,5,5
/kaggle/input/test-black/test_cleaned_black_resized/wkrp0ds-0.png,wkrp0ds,with r.p.o.s.,WWKRMOUS,withrpos,wwkrmous,1,1
/kaggle/input/test-black/test_cleaned_black_resized/ubqwlx-0.png,ubqwlx,u.b.a.w.l.xxx,U B Q W L X,ubawlxxx,ubqwlx,5,6
/kaggle/input/test-black/test_cleaned_black_resized/ai6j7gu-0.png,ai6j7gu,""" a i.e. i.7.9 u.",016 79U,aiei79u,01679u,4,1
/kaggle/input/test-black/test_cleaned_black_resized/nisie1-0.png,nisie1,N.I.S.I.E.T,NISTE1,nisiet,niste1,5,5
/kaggle/input/test-black/test_cleaned_black_resized/zwya13o-0.png,zwya13o,z w. y a 1 3 0,Z W 9 A / 3 0,zwya130,zw9a30,6,3
/kaggle/input/test-black/test_cleaned_black_resized/oav5mas-0.png,oav5mas,o a v. 5.m.o.s,O A V 6 M Q S,oav5mos,oav6mqs,6,5
/kaggle/input/test-black/test_cleaned_black_resized/31qyiq-0.png,31qyiq,""" 31 ( 1. 1. 1. 1.",31QYIQ,311111,31qyiq,2,6
/kaggle/input/test-black/test_cleaned_black_resized/a7nft-0.png,a7nft,# a 7n ft. 1.,A70TH,a7nft1,a70th,5,2
/kaggle/input/test-black/test_cleaned_black_resized/857u-0.png,857u,2 2 Box-,867,22box,867,0,2
/kaggle/input/test-black/test_cleaned_black_resized/pfwg-0.png,pfwg,# P.F W.G.,PA + @,pfwg,pa,4,1
/kaggle/input/test-black/test_cleaned_black_resized/fw652-0.png,fw652,F.0008 W.B.0006.5.2 2,F @ 6.5 2,f0008wb0006522,f652,1,1
/kaggle/input/test-black/test_cleaned_black_resized/oy3waa-0.png,oy3waa,o y in W.A.A.A.,OY * WA,oyinwaaa,oywa,3,2
/kaggle/input/test-black/test_cleaned_black_resized/pit0-0.png,pit0,out # IP.T.D.,0.00,outiptd,000,1,0
/kaggle/input/test-black/test_cleaned_black_resized/1xut0w4-0.png,1xut0w4,"I x , x. up to D. W. 4",X X X X X X,ixxuptodw4,xxxxxx,1,1
