captcha_text,chr_acc_beam_1,chr_acc_beam_2,chr_acc_beam_3,chr_acc_beam_4,chr_acc_beam_5,filename,med_b1,med_b2,med_b3,med_b4,med_b5,predicted_beam_1,predicted_beam_2,predicted_beam_3,predicted_beam_4,predicted_beam_5
5mi1hb,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/5mi1hb-0.png,1.0,1.0,1.0,1.0,1.0,5mi1hb,5mi1hb,5mi1hb,5mi1hb,5mi1hb
24idbq3f,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/24idbq3f-0.png,1.0,1.0,1.0,1.0,1.0,24idbq3f,24idbq3f,24idbq3f,24idbq3f,24idbq3f
qv6vn3,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/qv6vn3-0.png,1.0,1.0,1.0,1.0,1.0,qv6vn3,qv6vn3,qv6vn3,qv6vn3,qv6vn3
kvop4si,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/kvop4si-0.png,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,wtopxsi,wtopxsi,wlopksi,wlopksi,wlopksi
v4e3y,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/v4e3y-0.png,1.0,1.0,1.0,1.0,1.0,v4e3y,v4e3y,v4e3y,v4e3y,v4e3y
cdavw,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/cdavw-0.png,1.0,1.0,1.0,1.0,1.0,cdavw,cdavw,cdavw,cdavw,cdavw
3v1p,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/3v1p-0.png,1.0,1.0,1.0,1.0,1.0,3v1p,3v1p,3v1p,3v1p,3v1p
zwc9imu,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/zwc9imu-0.png,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,zwc9imv,zwc9imv,zwc9imv,zwc9imv,zwc9imv
1rhud8rx,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/1rhud8rx-0.png,0.875,0.875,0.875,0.875,0.875,1rxud8rx,1rxud8rx,1rxud8rx,1rxud8rx,1rxud8rx
0wla,2,2,2,2,2,/kaggle/input/test-colour/test_cleaned_color_resized/0wla-0.png,0.5,0.5,0.5,0.5,0.5,bula,bula,bula,bula,bula
cezc6r9,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/cezc6r9-0.png,1.0,1.0,1.0,1.0,1.0,cezc6r9,cezc6r9,cezc6r9,cezc6r9,cezc6r9
w33ijj,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/w33ijj-0.png,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,w39rjj,w39rjj,w39rjj,w39rjj,w39rjj
6nizx,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/6nizx-0.png,1.0,1.0,1.0,1.0,1.0,6nizx,6nizx,6nizx,6nizx,6nizx
ci82,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/ci82-0.png,1.0,1.0,1.0,1.0,1.0,ci82,ci82,ci82,ci82,ci82
3easf,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/3easf-0.png,0.8,0.8,0.8,0.8,0.8,3eqsf,3edsf,3edsf,3edsf,3edsf
7zhp,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/7zhp-0.png,1.0,1.0,1.0,1.0,1.0,7zhp,7zhp,7zhp,7zhp,7zhp
9uvr0ib,3,3,3,3,3,/kaggle/input/test-colour/test_cleaned_color_resized/9uvr0ib-0.png,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286,9rv0t,9rv0t,9rv0t,9rv0t,9rv0t
up14719,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/up14719-0.png,1.0,1.0,1.0,1.0,1.0,up14719,up14719,up14719,up14719,up14719
a9wr,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/a9wr-0.png,1.0,1.0,1.0,1.0,1.0,a9wr,a9wr,a9wr,a9wr,a9wr
kfh76,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/kfh76-0.png,0.8,0.8,0.8,0.8,0.8,kfh16,kfh16,kfh16,kfh16,kfh16
m7otcn6,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/m7otcn6-0.png,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,n7otcn6,n7otcn6,n7otcn6,n7otcn6,n7otcn6
h6o7n,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/h6o7n-0.png,0.8,0.8,0.8,0.8,0.8,h607n,h607n,h607n,h607n,h607n
2bjj1pos,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/2bjj1pos-0.png,1.0,1.0,1.0,1.0,1.0,2bjj1pos,2bjj1pos,2bjj1pos,2bjj1pos,2bjj1pos
wspku,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/wspku-0.png,1.0,1.0,1.0,1.0,1.0,wspku,wspku,wspku,wspku,wspku
0h5ya8,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/0h5ya8-0.png,1.0,1.0,1.0,1.0,1.0,0h5ya8,0h5ya8,0h5ya8,0h5ya8,0h5ya8
jwdpa,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/jwdpa-0.png,0.8,0.8,0.8,0.8,0.8,jwbpa,jwppa,jwppa,jwppa,jwppa
yrrc,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/yrrc-0.png,1.0,1.0,1.0,1.0,1.0,yrrc,yrrc,yrrc,yrrc,yrrc
z6r0,3,3,3,3,3,/kaggle/input/test-colour/test_cleaned_color_resized/z6r0-0.png,0.75,0.75,0.75,0.75,0.75,z6ro,z6ro,z6ro,z6ro,z6ro
4vzdt,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/4vzdt-0.png,1.0,1.0,1.0,1.0,1.0,4vzdt,4vzdt,4vzdt,4vzdt,4vzdt
v4ua,3,3,3,3,3,/kaggle/input/test-colour/test_cleaned_color_resized/v4ua-0.png,0.75,0.75,0.75,0.75,0.75,v0ua,v0ua,v0ua,v0ua,v0ua
gwbjep,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/gwbjep-0.png,1.0,1.0,1.0,1.0,1.0,gwbjep,gwbjep,gwbjep,gwbjep,gwbjep
0dx9,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/0dx9-0.png,1.0,1.0,1.0,1.0,1.0,0dx9,0dx9,0dx9,0dx9,0dx9
wu5lx,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/wu5lx-0.png,1.0,1.0,1.0,1.0,1.0,wu5lx,wu5lx,wu5lx,wu5lx,wu5lx
5gz2f,3,3,3,3,3,/kaggle/input/test-colour/test_cleaned_color_resized/5gz2f-0.png,0.6,0.6,0.6,0.6,0.6,sg22f,sg22f,sg22f,sg22f,sg22f
mrmth,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/mrmth-0.png,1.0,1.0,1.0,1.0,1.0,mrmth,mrmth,mrmth,mrmth,mrmth
7oq8,3,3,3,3,3,/kaggle/input/test-colour/test_cleaned_color_resized/7oq8-0.png,0.75,0.75,0.75,0.75,0.75,70q8,70q8,70q8,70q8,70q8
7i1o5e3,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/7i1o5e3-0.png,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,7ilo5e3,7ilo5e3,7ilo5e3,7ilo5e3,7ilo5e3
gjj6pj,2,2,2,2,2,/kaggle/input/test-colour/test_cleaned_color_resized/gjj6pj-0.png,0.2857142857142857,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.33333333333333337,1vju8pv,7uj8pv,1uj8pv,1uj8pv,1uj8pv
kwjy5vpx,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/kwjy5vpx-0.png,1.0,1.0,1.0,1.0,1.0,kwjy5vpx,kwjy5vpx,kwjy5vpx,kwjy5vpx,kwjy5vpx
vvioeu,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/vvioeu-0.png,1.0,1.0,1.0,1.0,1.0,vvioeu,vvioeu,vvioeu,vvioeu,vvioeu
4w2d1,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/4w2d1-0.png,1.0,1.0,1.0,1.0,1.0,4w2d1,4w2d1,4w2d1,4w2d1,4w2d1
6yub4j6,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/6yub4j6-0.png,1.0,1.0,1.0,1.0,1.0,6yub4j6,6yub4j6,6yub4j6,6yub4j6,6yub4j6
ibz7,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/ibz7-0.png,1.0,1.0,1.0,1.0,1.0,ibz7,ibz7,ibz7,ibz7,ibz7
gh210y,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/gh210y-0.png,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,gh2l0y,gh2l0y,gh2l0y,gh2l0y,gh2l0y
bayv1bf,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/bayv1bf-0.png,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,boylbf,boylbf,boylbf,boylbf,boylbf
spb6516e,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/spb6516e-0.png,1.0,1.0,1.0,1.0,1.0,spb6516e,spb6516e,spb6516e,spb6516e,spb6516e
vlsqa,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/vlsqa-0.png,1.0,1.0,1.0,1.0,1.0,vlsqa,vlsqa,vlsqa,vlsqa,vlsqa
dhol0,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/dhol0-0.png,1.0,1.0,1.0,1.0,1.0,dhol0,dhol0,dhol0,dhol0,dhol0
gdqimd1p,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/gdqimd1p-0.png,0.875,0.875,0.875,0.875,0.875,gdqimdip,gdqimdip,gdqimdip,gdqimdip,gdqimdip
k397f,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/k397f-0.png,0.8,0.8,0.8,0.8,0.8,k387f,k387f,k387f,k387f,k387f
bpqy,3,3,3,3,3,/kaggle/input/test-colour/test_cleaned_color_resized/bpqy-0.png,0.75,0.75,0.75,0.75,0.75,bpq4,bpq4,bpq4,bpq4,bpq4
zp29,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/zp29-0.png,1.0,1.0,1.0,1.0,1.0,zp29,zp29,zp29,zp29,zp29
r2op4,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/r2op4-0.png,0.8,0.8,0.8,0.8,0.8,a2op4,a2op4,a2op4,a2op4,a2op4
fmg72z7c,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/fmg72z7c-0.png,0.875,0.875,0.875,0.875,0.875,fmg7zz7c,fmg7zz7c,fmg7zz7c,fmg7zz7c,fmg7zz7c
jh8lz,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/jh8lz-0.png,0.8,0.8,0.8,0.8,0.8,jh8iz,jh8iz,jh8iz,jh8iz,jh8iz
tuyw,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/tuyw-0.png,1.0,1.0,1.0,1.0,1.0,tuyw,tuyw,tuyw,tuyw,tuyw
qg8rj,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/qg8rj-0.png,1.0,1.0,1.0,1.0,1.0,qg8rj,qg8rj,qg8rj,qg8rj,qg8rj
c9azl,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/c9azl-0.png,0.8,0.8,0.8,0.8,0.8,c9a2l,c9a2l,c9a2l,c9a2l,c9a2l
jyun,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/jyun-0.png,1.0,1.0,1.0,1.0,1.0,jyun,jyun,jyun,jyun,jyun
imetse6c,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/imetse6c-0.png,1.0,1.0,1.0,1.0,1.0,imetse6c,imetse6c,imetse6c,imetse6c,imetse6c
1imwt,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/1imwt-0.png,0.8,0.8,0.8,0.8,0.8,7imwt,7imwt,7imwt,7imwt,7imwt
uykm5t,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/uykm5t-0.png,1.0,1.0,1.0,1.0,1.0,uykm5t,uykm5t,uykm5t,uykm5t,uykm5t
ew211,2,2,2,2,2,/kaggle/input/test-colour/test_cleaned_color_resized/ew211-0.png,0.4,0.4,0.4,0.4,0.4,ewzll,ewzll,ewzll,ewzll,ewzll
iuei9,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/iuei9-0.png,1.0,1.0,1.0,1.0,1.0,iuei9,iuei9,iuei9,iuei9,iuei9
tgk36qlt,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/tgk36qlt-0.png,0.875,0.875,0.875,0.875,0.875,tgk38qlt,tgk38qlt,tgk38qlt,tgk38qlt,tgk38qlt
5g3zxw6n,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/5g3zxw6n-0.png,1.0,1.0,1.0,1.0,1.0,5g3zxw6n,5g3zxw6n,5g3zxw6n,5g3zxw6n,5g3zxw6n
y95u,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/y95u-0.png,1.0,1.0,1.0,1.0,1.0,y95u,y95u,y95u,y95u,y95u
ykhc0,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/ykhc0-0.png,1.0,1.0,1.0,1.0,1.0,ykhc0,ykhc0,ykhc0,ykhc0,ykhc0
fyvpmvsh,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/fyvpmvsh-0.png,0.625,0.625,0.625,0.625,0.625,fxxdmvsh,fxxdmvsh,fxxdmvsh,fxxdmvsh,fxxdmvsh
48qgg4t,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/48qgg4t-0.png,1.0,1.0,1.0,1.0,1.0,48qgg4t,48qgg4t,48qgg4t,48qgg4t,48qgg4t
2sp9gvbi,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/2sp9gvbi-0.png,1.0,1.0,1.0,1.0,1.0,2sp9gvbi,2sp9gvbi,2sp9gvbi,2sp9gvbi,2sp9gvbi
8vs59cma,5,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/8vs59cma-0.png,0.625,0.75,0.75,0.75,0.75,qv45pcma,qv459cma,qv459cma,qv459cma,qv459cma
yzjnx5d,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/yzjnx5d-0.png,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,yzjnk5d,yzjnk5d,yzjnk5d,yzjnk5d,yzjnk5d
ws65i,2,2,2,2,2,/kaggle/input/test-colour/test_cleaned_color_resized/ws65i-0.png,0.4,0.4,0.4,0.4,0.4,w9661,w9661,w9661,w9661,w9661
xpelp8,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/xpelp8-0.png,1.0,1.0,1.0,1.0,1.0,xpelp8,xpelp8,xpelp8,xpelp8,xpelp8
g0ml0,2,3,3,3,3,/kaggle/input/test-colour/test_cleaned_color_resized/g0ml0-0.png,0.4,0.6,0.6,0.6,0.6,gowlo,gomlo,gomlo,gomlo,gomlo
0vug13,3,3,3,3,3,/kaggle/input/test-colour/test_cleaned_color_resized/0vug13-0.png,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286,ovv61b3,ovv61b3,ovv61b3,ovv61b3,ovv61b3
2ybig03,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/2ybig03-0.png,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,2ybi903,2ybi903,2ybi903,2ybi903,2ybi903
was6kr6h,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/was6kr6h-0.png,1.0,1.0,1.0,1.0,1.0,was6kr6h,was6kr6h,was6kr6h,was6kr6h,was6kr6h
qis5,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/qis5-0.png,1.0,1.0,1.0,1.0,1.0,qis5,qis5,qis5,qis5,qis5
iazoykf,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/iazoykf-0.png,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,ja7oyk1,ja7oyk1,ja7oyk1,ja7oyk1,ja7oyk1
tzubvo,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/tzubvo-0.png,1.0,1.0,1.0,1.0,1.0,tzubvo,tzubvo,tzubvo,tzubvo,tzubvo
clivi,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/clivi-0.png,0.8,0.8,0.8,0.8,0.8,0livi,0livi,0livi,0livi,0livi
cnr0n,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/cnr0n-0.png,0.8,0.8,0.8,0.8,0.8,cnron,cnron,cnron,cnron,cnron
wwoe2vi,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/wwoe2vi-0.png,1.0,1.0,1.0,1.0,1.0,wwoe2vi,wwoe2vi,wwoe2vi,wwoe2vi,wwoe2vi
lu1ow7k,6,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/lu1ow7k-0.png,0.8571428571428572,1.0,1.0,1.0,1.0,1u1ow7k,lu1ow7k,lu1ow7k,lu1ow7k,lu1ow7k
x61t0z,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/x61t0z-0.png,1.0,1.0,1.0,1.0,1.0,x61t0z,x61t0z,x61t0z,x61t0z,x61t0z
zswopu,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/zswopu-0.png,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,zswopw,zswopw,zswopw,zswopw,zswopw
7dp41,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/7dp41-0.png,1.0,1.0,1.0,1.0,1.0,7dp41,7dp41,7dp41,7dp41,7dp41
vok5h26,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/vok5h26-0.png,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,v9t5z26,v9t5z26,v9t5z26,v9t5z26,v9t5z26
fnszj,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/fnszj-0.png,1.0,1.0,1.0,1.0,1.0,fnszj,fnszj,fnszj,fnszj,fnszj
2bdh,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/2bdh-0.png,1.0,1.0,1.0,1.0,1.0,2bdh,2bdh,2bdh,2bdh,2bdh
i5aa1,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/i5aa1-0.png,1.0,1.0,1.0,1.0,1.0,i5aa1,i5aa1,i5aa1,i5aa1,i5aa1
911qxoxi,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/911qxoxi-0.png,0.625,0.625,0.625,0.625,0.625,91qx0x,91qx0x,91qx0x,91qx0x,91qx0x
ss3g4,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/ss3g4-0.png,0.8,0.8,0.8,0.8,0.8,ss364,ss364,ss364,ss364,ss364
dm6ocdl,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/dm6ocdl-0.png,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,dm60cpl,dm60cpl,dm60cpl,dm60cpl,dm60cpl
5qzyntfq,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/5qzyntfq-0.png,1.0,1.0,1.0,1.0,1.0,5qzyntfq,5qzyntfq,5qzyntfq,5qzyntfq,5qzyntfq
ex2xa,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/ex2xa-0.png,1.0,1.0,1.0,1.0,1.0,ex2xa,ex2xa,ex2xa,ex2xa,ex2xa
20ka8wmo,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/20ka8wmo-0.png,0.875,0.875,0.875,0.875,0.875,20ka8wmq,20ka8wmq,20ka8wmq,20ka8wmq,20ka8wmq
fl725xft,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/fl725xft-0.png,0.75,0.75,0.75,0.75,0.75,fh72sxft,fh72sxft,fh72sxft,fh72sxft,fh72sxft
rb8lfn,4,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/rb8lfn-0.png,0.6666666666666667,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,zb8lfa,rb8lfa,rb8lfa,rb8lfa,rb8lfa
hnns4,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/hnns4-0.png,1.0,1.0,1.0,1.0,1.0,hnns4,hnns4,hnns4,hnns4,hnns4
fhjk,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/fhjk-0.png,1.0,1.0,1.0,1.0,1.0,fhjk,fhjk,fhjk,fhjk,fhjk
9bf9,2,3,3,3,3,/kaggle/input/test-colour/test_cleaned_color_resized/9bf9-0.png,0.5,0.75,0.75,0.75,0.75,9r9,9xf9,9xf9,9xf9,9xf9
frf4,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/frf4-0.png,1.0,1.0,1.0,1.0,1.0,frf4,frf4,frf4,frf4,frf4
uby5m2a,6,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/uby5m2a-0.png,0.8571428571428572,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,uby5m8a,ub45m8a,ub45m8a,ub45m8a,ub45m8a
5unt2o,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/5unt2o-0.png,1.0,1.0,1.0,1.0,1.0,5unt2o,5unt2o,5unt2o,5unt2o,5unt2o
nit5q4k5,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/nit5q4k5-0.png,0.75,0.75,0.75,0.75,0.75,nitsq4ks,nitsq4ks,nitsq4ks,nitsq4ks,nitsq4ks
3j61hli,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/3j61hli-0.png,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,3j61hl1,3j61hl1,3j61hl1,3j61hl1,3j61hl1
evk9e1aa,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/evk9e1aa-0.png,1.0,1.0,1.0,1.0,1.0,evk9e1aa,evk9e1aa,evk9e1aa,evk9e1aa,evk9e1aa
difuege,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/difuege-0.png,1.0,1.0,1.0,1.0,1.0,difuege,difuege,difuege,difuege,difuege
8sjkrn,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/8sjkrn-0.png,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,8s8rn,8s8rn,8s8rn,8s8rn,8s8rn
ygdory15,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/ygdory15-0.png,0.875,0.875,0.875,0.875,0.875,ygdory1b,ygdory1b,ygdory1b,ygdory1b,ygdory1b
nuhptw,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/nuhptw-0.png,1.0,1.0,1.0,1.0,1.0,nuhptw,nuhptw,nuhptw,nuhptw,nuhptw
wfs6q4ag,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/wfs6q4ag-0.png,0.625,0.625,0.625,0.625,0.625,wf5b04ag,wf5b04ag,wf5b04ag,wf5b04ag,wf5b04ag
4azbsnf4,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/4azbsnf4-0.png,0.875,0.875,0.875,0.875,0.875,44zbsnf4,44zbsnf4,44zbsnf4,44zbsnf4,44zbsnf4
o2jsk,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/o2jsk-0.png,0.8,0.8,0.8,0.8,0.8,02jsk,02jsk,02jsk,02jsk,02jsk
dbj0x5,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/dbj0x5-0.png,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,dbjqh5,dbjqh5,dbjqh5,dbjqh5,dbjqh5
f1r4t,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/f1r4t-0.png,1.0,1.0,1.0,1.0,1.0,f1r4t,f1r4t,f1r4t,f1r4t,f1r4t
dt1mwp,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/dt1mwp-0.png,1.0,1.0,1.0,1.0,1.0,dt1mwp,dt1mwp,dt1mwp,dt1mwp,dt1mwp
e3zwtu,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/e3zwtu-0.png,1.0,1.0,1.0,1.0,1.0,e3zwtu,e3zwtu,e3zwtu,e3zwtu,e3zwtu
mj357n,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/mj357n-0.png,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,nj357n,nj357n,nj357n,nj357n,nj357n
hciv7,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/hciv7-0.png,1.0,1.0,1.0,1.0,1.0,hciv7,hciv7,hciv7,hciv7,hciv7
5qktumj,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/5qktumj-0.png,1.0,1.0,1.0,1.0,1.0,5qktumj,5qktumj,5qktumj,5qktumj,5qktumj
i3vv4b7,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/i3vv4b7-0.png,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,l3vv4b7,l3vv4b7,l3vv4b7,l3vv4b7,l3vv4b7
oa6pl1g,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/oa6pl1g-0.png,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0a6pl1g,0a6pl1g,0a6pl1g,0a6pl1g,0a6pl1g
hetibp,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/hetibp-0.png,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,h8tibp,h8tibp,h8tibp,h8tibp,h8tibp
j6q31,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/j6q31-0.png,1.0,1.0,1.0,1.0,1.0,j6q31,j6q31,j6q31,j6q31,j6q31
4y8s0ox,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/4y8s0ox-0.png,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,4y8soox,4y8soox,4y8soox,4y8soox,4y8soox
5xdkm,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/5xdkm-0.png,1.0,1.0,1.0,1.0,1.0,5xdkm,5xdkm,5xdkm,5xdkm,5xdkm
